dttm,temp,temp_min,temp_max,pressure,humidity,wind_speed,wind_deg,rain_1h,rain_3h,snow_3h,clouds_all,weather_id,weather_main,weather_description,weather_icon,dttm,generation_biomass,generation_fossil_brown_coal_lignite,generation_fossil_coal_derived_gas,generation_fossil_gas,generation_fossil_hard_coal,generation_fossil_oil,generation_fossil_oil_shale,generation_fossil_peat,generation_geothermal,generation_hydro_pumped_storage_consumption,generation_hydro_run_of_river_and_poundage,generation_hydro_water_reservoir,generation_marine,generation_nuclear,generation_other,generation_other_renewable,generation_solar,generation_waste,generation_wind_offshore,generation_wind_onshore,forecast_solar_day_ahead,forecast_wind_onshore_day_ahead,total_load_forecast,total_load_actual,price_day_ahead,price_actual
"2015-01-10 00:00:00+01:00",280.834,280.834,280.834,1039,91,4,58,0,0,0,0,800,clear,"sky is clear","1","2015-01-10 00:00:00+01:00",537,930,0,5151,7380,412,0,0,0,321,453,2092,0,6012,88,71,384,230,0,996,268,1058,24575,24899,56.65,61.8
"2015-01-10 01:00:00+01:00",280.345,280.345,280.345,1045,89,4,56,0,0,0,0,800,clear,"sky is clear","1","2015-01-10 01:00:00+01:00",537,934,0,5181,7378,399,0,0,0,391,448,1522,0,6014,88,72,167,227,0,897,196,905,23348,23505,53.5,59.46
"2015-01-10 02:00:00+01:00",279.626,279.626,279.626,1047,90,3,56,0,0,0,0,800,clear,"sky is clear","01n","2015-01-10 02:00:00+01:00",544,918,0,4917,7369,389,0,0,0,472,437,787,0,6014,88,69,102,221,0,934,202,890,22480,22589,49.69,55.97
"2015-01-10 03:00:00+01:00",278.763,278.763,278.763,1046,90,3,56,0,0,0,0,800,clear,"sky is clear","1","2015-01-10 03:00:00+01:00",553,873,0,4496,7318,386,0,0,0,488,432,696,0,6014,88,69,103,226,0,933,61,939,22330,22177,49.1,55.03
"2015-01-10 04:00:00+01:00",277.901,277.901,277.901,1045,90,3,56,0,0,0,0,800,clear,"sky is clear","01n","2015-01-10 04:00:00+01:00",559,902,0,4488,7337,385,0,0,0,660,429,617,0,6014,87,68,102,238,0,898,45,910,22165,22025,51.25,54.53
"2015-01-10 05:00:00+01:00",277.815,277.815,277.815,1045,89,3,54,0,0,0,0,800,clear,"sky is clear","1","2015-01-10 05:00:00+01:00",564,930,0,4645,7357,371,0,0,0,490,439,746,0,6014,87,66,102,244,0,826,35,872,22491,22426,53.6,55.44
"2015-01-10 06:00:00+01:00",277.728,277.728,277.728,1044,89,3,53,0,0,0,0,800,clear,"sky is clear","01n","2015-01-10 06:00:00+01:00",561,888,0,5093,7242,386,0,0,0,150,444,1643,0,6013,87,67,102,254,0,890,27,869,24284,24361,58.02,57.22
"2015-01-10 07:00:00+01:00",277.728,277.728,277.728,1044,89,3,53,0,0,0,0,800,clear,"sky is clear","01n","2015-01-10 07:00:00+01:00",559,884,0,5641,7236,401,0,0,0,0,446,3923,0,6010,88,66,103,264,0,998,31,962,27772,27890,63.03,63.84
"2015-01-10 08:00:00+01:00",278.149,278.149,278.149,1041,89,2,49,0,0,0,0,800,clear,"sky is clear","1","2015-01-10 08:00:00+01:00",566,906,0,6096,7260,423,0,0,0,0,452,4236,0,6010,88,68,233,265,0,1183,237,1090,29263,29335,63.56,71.4
"2015-01-10 09:00:00+01:00",278.571,278.571,278.571,1039,90,2,46,0,0,0,0,800,clear,"sky is clear","1","2015-01-10 09:00:00+01:00",564,911,0,5896,7419,431,0,0,0,0,485,4410,0,6005,87,68,1209,257,0,1214,1093,1218,29664,29951,64.66,74.51
"2015-01-10 10:00:00+01:00",278.802,278.802,278.802,1044,91,2,43,0,0,0,12,801,clouds,"few clouds","02d","2015-01-10 10:00:00+01:00",563,816,0,5695,7347,436,0,0,0,0,493,4438,0,6004,85,66,2927,252,0,852,2703,995,30369,30452,63.9,77.05
"2015-01-10 11:00:00+01:00",282.062,282.062,282.062,1039,88,2,52,0,0,0,6,800,clear,"sky is clear","2","2015-01-10 11:00:00+01:00",547,844,0,5666,7333,425,0,0,0,121,475,4006,0,6003,82,67,4515,254,0,828,4196,783,30650,30856,61.9,75.49
"2015-01-10 12:00:00+01:00",285.133,285.133,285.133,1042,85,2,62,0,0,0,12,801,clouds,"few clouds","02d","2015-01-10 12:00:00+01:00",554,839,0,5580,7368,419,0,0,0,166,474,3769,0,6003,87,69,5044,250,0,1346,4699,1454,30964,31449,60.9,74.23
"2015-01-10 13:00:00+01:00",285.983,285.983,285.983,1043,84,2,61,0,0,0,0,800,clear,"sky is clear","01d","2015-01-10 13:00:00+01:00",560,881,0,5449,7380,420,0,0,0,9,483,3092,0,5879,89,71,5107,242,0,2139,5068,2133,30930,31218,59.8,74
"2015-01-10 14:00:00+01:00",287.434,287.434,287.434,1039,75,2,58,0,0,0,0,800,clear,"sky is clear","1","2015-01-10 14:00:00+01:00",565,894,0,5433,7409,425,0,0,0,0,509,2314,0,6007,90,73,4900,241,0,2602,4903,2881,29821,30458,56.8,72.86
"2015-01-10 15:00:00+01:00",288.886,288.886,288.886,1036,67,2,56,0,0,0,0,800,clear,"sky is clear","1","2015-01-10 15:00:00+01:00",561,897,0,5395,7403,420,0,0,0,72,500,2074,0,6005,88,76,4463,241,0,3146,4585,3109,29284,29836,53.6,69.68
"2015-01-10 16:00:00+01:00",289.052,289.052,289.052,1040,72,3,53,0,0,0,0,800,clear,"sky is clear","01d","2015-01-10 16:00:00+01:00",556,894,0,5288,7314,410,0,0,0,83,481,1941,0,5997,78,72,4215,240,0,3812,3645,3681,29705,29781,53.5,68.36
"2015-01-10 17:00:00+01:00",287.138,287.138,287.138,1036,70,2,39,0,0,0,0,800,clear,"sky is clear","1","2015-01-10 17:00:00+01:00",564,886,0,5262,7246,428,0,0,0,83,498,1661,0,6000,80,76,3756,243,0,4411,3526,4175,29953,29929,54.9,71.77
"2015-01-10 18:00:00+01:00",283.939,283.939,283.939,1039,83,1,25,0,0,0,0,800,clear,"sky is clear","01d","2015-01-10 18:00:00+01:00",558,763,0,5437,6732,428,0,0,0,72,509,1422,0,6001,85,75,2857,247,0,4682,2622,4614,29914,29638,55.26,77.55
"2015-01-10 19:00:00+01:00",283.939,283.939,283.939,1039,83,1,25,0,0,0,0,800,clear,"sky is clear","01n","2015-01-10 19:00:00+01:00",565,709,0,5800,6632,439,0,0,0,0,518,3529,0,6002,91,79,1303,254,0,4400,1492,4510,29920,29950,61,78.67
"2015-01-10 20:00:00+01:00",283.239,283.239,283.239,1032,85,1,32,0,0,0,0,800,clear,"sky is clear","1","2015-01-10 20:00:00+01:00",577,753,0,6067,6937,423,0,0,0,0,533,4241,0,6004,89,77,633,269,0,4443,723,4211,32363,32244,61.69,78.46
"2015-01-10 21:00:00+01:00",281.448,281.448,281.448,1032,90,1,42,0,0,0,0,800,clear,"sky is clear","1","2015-01-10 21:00:00+01:00",562,869,0,6088,7119,427,0,0,0,60,523,4240,0,6005,86,74,510,266,0,4419,496,4406,31869,31900,61,78.1
"2015-01-10 22:00:00+01:00",279.657,279.657,279.657,1039,86,1,52,0,0,0,0,800,clear,"sky is clear","01n","2015-01-10 22:00:00+01:00",575,864,0,5814,7025,429,0,0,0,190,520,2362,0,6007,87,76,497,263,0,3976,453,4116,28549,28690,56.8,70.98
"2015-01-10 23:00:00+01:00",278.501,278.501,278.501,1035,87,1,54,0,0,0,0,800,clear,"sky is clear","1","2015-01-10 23:00:00+01:00",578,866,0,5385,7088,427,0,0,0,300,506,1022,0,6008,88,74,466,263,0,3299,461,3281,26142,26219,53,62.14
"2015-01-11 00:00:00+01:00",277.346,277.346,277.346,1039,81,1,57,0,0,0,0,800,clear,"sky is clear","01n","2015-01-11 00:00:00+01:00",525,0,0,4827,4352,211,0,0,0,753,711,1549,0,5041,83,71,26,274,0,4256,23,4187,22654,22460,53.21,60.35
"2015-01-11 01:00:00+01:00",277.346,277.346,277.346,1039,81,1,57,0,0,0,0,800,clear,"sky is clear","1","2015-01-11 01:00:00+01:00",515,0,0,4185,3416,211,0,0,0,896,680,1001,0,5039,83,71,25,268,0,4802,3,4828,21215,21033,36.1,54.98
"2015-01-11 02:00:00+01:00",277.346,277.346,277.346,1039,81,1,57,0,0,0,0,800,clear,"sky is clear","01n","2015-01-11 02:00:00+01:00",510,0,0,4066,2719,211,0,0,0,1176,681,954,0,5041,83,70,25,273,0,5261,14,5191,20177,19977,34,53.36
"2015-01-11 03:00:00+01:00",276.73,276.73,276.73,1038,80,1,42,0,0,0,4,800,clear,"sky is clear","2","2015-01-11 03:00:00+01:00",500,0,0,3994,2553,210,0,0,0,1799,670,726,0,5042,83,63,25,269,0,5647,17,5771,19623,19389,31,52.62
"2015-01-11 04:00:00+01:00",276.114,276.114,276.114,1038,79,1,27,0,0,0,8,800,clear,"sky is clear","02n","2015-01-11 04:00:00+01:00",503,0,0,3922,2460,194,0,0,0,2226,666,780,0,5039,84,63,25,264,0,5907,32,5999,19453,19126,25.17,49.17
"2015-01-11 05:00:00+01:00",276.192,276.192,276.192,1038,79,1,24,0,0,0,36,802,clouds,"scattered clouds","3","2015-01-11 05:00:00+01:00",499,0,0,3965,2335,200,0,0,0,2285,647,529,0,5040,84,64,25,262,0,6487,27,6393,19430,19199,25.46,47.97
"2015-01-11 06:00:00+01:00",276.27,276.27,276.27,1038,80,1,21,0,0,0,64,803,clouds,"broken clouds","04n","2015-01-11 06:00:00+01:00",501,0,0,3945,2187,209,0,0,0,2289,645,521,0,5041,85,64,23,256,0,7036,10,7013,19825,19404,26.56,49.1
"2015-01-11 07:00:00+01:00",276.27,276.27,276.27,1038,80,1,21,0,0,0,64,803,clouds,"broken clouds","04n","2015-01-11 07:00:00+01:00",496,0,0,3973,1855,211,0,0,0,2324,647,599,0,5043,85,61,35,250,0,7397,35,7469,20080,19500,26.25,49.91
"2015-01-11 08:00:00+01:00",278.281,278.281,278.281,1034,90,2,52,0,0,0,34,802,clouds,"scattered clouds","3","2015-01-11 08:00:00+01:00",495,0,0,4078,1779,211,0,0,0,2497,624,532,0,5043,84,62,394,259,0,8140,348,8003,20529,20182,26.26,51.53
"2015-01-11 09:00:00+01:00",280.223,280.223,280.223,1038,86,2,36,0,0,0,20,801,clouds,"few clouds","02d","2015-01-11 09:00:00+01:00",516,0,0,4220,1869,212,0,0,0,2946,562,787,0,5044,83,63,1228,259,0,9148,1019,8890,22303,22121,27.3,55.87
"2015-01-11 10:00:00+01:00",280.223,280.223,280.223,1038,86,2,36,0,0,0,20,801,clouds,"few clouds","02d","2015-01-11 10:00:00+01:00",547,0,0,4085,1811,212,0,0,0,2892,603,714,0,5042,82,61,2045,258,0,9866,2140,10121,23863,23589,27.42,55.81
"2015-01-11 11:00:00+01:00",288.804,288.804,288.804,1038,77,2,49,0,0,0,0,800,clear,"sky is clear","01d","2015-01-11 11:00:00+01:00",539,0,0,3728,1847,213,0,0,0,2570,590,564,0,5042,82,62,2423,255,0,10448,2592,10477,24372,24238,27.87,54.7
"2015-01-11 12:00:00+01:00",288.804,288.804,288.804,1038,77,2,49,0,0,0,0,800,clear,"sky is clear","01d","2015-01-11 12:00:00+01:00",554,0,0,3863,1910,213,0,0,0,2604,593,863,0,5043,82,63,2437,259,0,10819,2741,10956,24563,24271,28.24,52.89
"2015-01-11 13:00:00+01:00",288.804,288.804,288.804,1038,77,2,49,0,0,0,0,800,clear,"sky is clear","01d","2015-01-11 13:00:00+01:00",550,0,0,3946,1928,212,0,0,0,2204,652,773,0,5042,81,62,2022,259,0,11383,2672,11131,24976,24713,27.49,54.58
"2015-01-11 14:00:00+01:00",291.16,291.16,291.16,1037,65,3,29,0,0,0,0,800,clear,"sky is clear","01d","2015-01-11 14:00:00+01:00",546,0,0,3789,1857,213,0,0,0,1879,640,681,0,5042,81,60,1630,256,0,11916,2300,11719,24827,24477,27.27,54.82
"2015-01-11 15:00:00+01:00",291.209,291.209,291.209,1036,60,4,39,0,0,0,8,800,clear,"sky is clear","02d","2015-01-11 15:00:00+01:00",542,0,0,3758,1899,211,0,0,0,1965,635,788,0,5042,82,62,1334,255,0,12171,1672,12170,23696,23377,24.14,52.08
"2015-01-11 16:00:00+01:00",291.209,291.209,291.209,1036,60,4,39,0,0,0,8,800,clear,"sky is clear","02d","2015-01-11 16:00:00+01:00",544,0,0,4071,1859,210,0,0,0,1934,633,1009,0,5042,82,60,860,251,0,12258,880,12143,23021,23037,24.65,52.05
"2015-01-11 17:00:00+01:00",291.209,291.209,291.209,1036,60,4,39,0,0,0,8,800,clear,"sky is clear","02d","2015-01-11 17:00:00+01:00",553,0,0,3982,1982,210,0,0,0,1284,631,909,0,5042,83,62,254,262,0,12239,354,12239,23123,23049,31,55.59
"2015-01-11 18:00:00+01:00",288.858,288.858,288.858,1033,64,3,43,0,0,0,4,800,clear,"sky is clear","2","2015-01-11 18:00:00+01:00",570,0,0,3682,2327,211,0,0,0,453,651,1445,0,5041,83,69,57,270,0,12399,42,12185,25036,25259,41.7,77.6
"2015-01-11 19:00:00+01:00",288.074,288.074,288.074,1036,66,3,44,0,0,0,2,800,clear,"sky is clear","2","2015-01-11 19:00:00+01:00",567,0,0,3508,2424,214,0,0,0,140,674,1753,0,5043,84,69,54,279,0,12793,10,12613,26555,26520,50.34,80.36
"2015-01-11 20:00:00+01:00",286.507,286.507,286.507,1036,70,3,47,0,0,0,0,800,clear,"sky is clear","01n","2015-01-11 20:00:00+01:00",559,0,0,3506,2193,213,0,0,0,149,665,1741,0,5043,84,70,55,281,0,12806,0,12869,26981,27123,46.48,82.29
"2015-01-11 21:00:00+01:00",282.407,282.407,282.407,1037,90,4,48,0,0,0,32,802,clouds,"scattered clouds","03n","2015-01-11 21:00:00+01:00",545,0,0,3375,2114,214,0,0,0,460,652,1660,0,5045,84,69,34,272,0,12675,5,12678,27054,27025,40,82.47
"2015-01-11 22:00:00+01:00",282.407,282.407,282.407,1037,90,4,48,0,0,0,32,802,clouds,"scattered clouds","03n","2015-01-11 22:00:00+01:00",554,0,0,3606,1960,213,0,0,0,673,632,1512,0,5045,84,68,31,273,0,12677,7,12606,25990,25889,36.9,78.06
"2015-01-11 23:00:00+01:00",280.595,280.595,280.595,1037,90,3,58,0,0,0,8,800,clear,"sky is clear","02n","2015-01-11 23:00:00+01:00",537,0,0,3758,1727,206,0,0,0,1168,629,759,0,5046,85,69,31,272,0,12580,3,12571,23997,23940,32.79,70.13
"2015-01-12 00:00:00+01:00",280.595,280.595,280.595,1037,90,3,58,0,0,0,8,800,clear,"sky is clear","02n","2015-01-12 00:00:00+01:00",468,917,0,6789,7023,401,0,0,0,290,839,2221,0,5370,89,67,44,234,0,1661,21,1683,27051,27085,66.17,60.81
"2015-01-12 01:00:00+01:00",280.595,280.595,280.595,1037,90,3,58,0,0,0,8,800,clear,"sky is clear","02n","2015-01-12 01:00:00+01:00",444,942,0,6012,7141,386,0,0,0,499,772,1075,0,5398,89,66,42,231,0,1436,18,1488,25157,25272,61.57,58.27
"2015-01-12 02:00:00+01:00",279.47,279.47,279.47,1037,87,3,56,0,0,0,48,802,clouds,"scattered clouds","03n","2015-01-12 02:00:00+01:00",425,926,0,5459,7128,380,0,0,0,686,742,692,0,5428,88,65,42,229,0,1350,8,1316,24059,24121,56.7,53.65
"2015-01-12 03:00:00+01:00",279.47,279.47,279.47,1037,87,3,56,0,0,0,48,802,clouds,"scattered clouds","03n","2015-01-12 03:00:00+01:00",446,942,0,5248,7102,378,0,0,0,771,673,459,0,5452,89,66,42,227,0,1386,15,1361,23630,23626,54.5,51.95
"2015-01-12 04:00:00+01:00",279.47,279.47,279.47,1037,87,3,56,0,0,0,48,802,clouds,"scattered clouds","03n","2015-01-12 04:00:00+01:00",463,928,0,5409,7019,375,0,0,0,854,666,471,0,5452,90,66,42,224,0,1349,11,1345,23522,23572,53.96,51.4
"2015-01-12 05:00:00+01:00",278.331,278.331,278.331,1038,88,1,26,0,0,0,76,803,clouds,"broken clouds","04n","2015-01-12 05:00:00+01:00",467,899,0,5644,7060,378,0,0,0,712,695,500,0,5452,90,67,42,229,0,1286,11,1272,24139,24070,56.7,52.93
"2015-01-12 06:00:00+01:00",278.331,278.331,278.331,1038,88,1,26,0,0,0,76,803,clouds,"broken clouds","04n","2015-01-12 06:00:00+01:00",470,935,0,6915,7071,379,0,0,0,405,770,1177,0,5459,90,66,42,226,0,1263,13,1265,26643,26787,62.69,58.8
"2015-01-12 07:00:00+01:00",278.331,278.331,278.331,1038,88,1,26,0,0,0,76,803,clouds,"broken clouds","04n","2015-01-12 07:00:00+01:00",464,939,0,8118,7159,399,0,0,0,34,821,3669,0,5465,92,67,45,224,0,1266,31,1283,31303,31511,69.37,70.52
"2015-01-12 08:00:00+01:00",278.331,278.331,278.331,1038,88,1,26,0,0,0,76,803,clouds,"broken clouds","04n","2015-01-12 08:00:00+01:00",478,939,0,8974,7140,417,0,0,0,2,844,5393,0,5464,98,66,157,226,0,1237,188,1251,34166,34046,68,75.72
"2015-01-12 09:00:00+01:00",281.227,281.227,281.227,1038,84,1,33,0,0,0,88,804,clouds,"overcast clouds","04d","2015-01-12 09:00:00+01:00",484,942,0,9546,7148,411,0,0,0,48,868,4942,0,5465,106,63,1104,219,0,1205,1051,1217,34902,34876,70.5,81.92
"2015-01-12 10:00:00+01:00",281.227,281.227,281.227,1038,84,1,33,0,0,0,88,804,clouds,"overcast clouds","04d","2015-01-12 10:00:00+01:00",483,929,0,9728,7214,415,0,0,0,311,857,4414,0,5464,100,61,2190,228,0,1196,2116,1164,35302,35093,70.5,85.63
"2015-01-12 11:00:00+01:00",286.973,286.973,286.973,1038,69,1,40,0,0,0,92,804,clouds,"overcast clouds","04d","2015-01-12 11:00:00+01:00",479,939,0,9668,7290,421,0,0,0,417,849,3815,0,5469,100,66,3012,229,0,1146,2841,1079,34926,34588,68.5,86.76
"2015-01-12 12:00:00+01:00",286.973,286.973,286.973,1038,69,1,40,0,0,0,92,804,clouds,"overcast clouds","04d","2015-01-12 12:00:00+01:00",479,940,0,9752,7311,425,0,0,0,417,842,3429,0,5466,96,70,3262,231,0,1170,3487,1025,34461,34347,67.2,82.78
"2015-01-12 13:00:00+01:00",286.973,286.973,286.973,1038,69,1,40,0,0,0,92,804,clouds,"overcast clouds","04d","2015-01-12 13:00:00+01:00",479,939,0,9860,7419,431,0,0,0,247,827,3114,0,5468,95,70,3208,231,0,1210,3466,1233,34077,34146,66.46,76.7
"2015-01-12 14:00:00+01:00",287.168,287.168,287.168,1036,74,2,34,0,0,0,92,804,clouds,"overcast clouds","04d","2015-01-12 14:00:00+01:00",474,939,0,9443,7389,433,0,0,0,2,832,2553,0,5467,96,68,3027,227,0,1034,3264,1101,32951,32884,64.76,74.35
"2015-01-12 15:00:00+01:00",291.053,291.053,291.053,1035,61,2,50,0,0,0,36,802,clouds,"scattered clouds","03d","2015-01-12 15:00:00+01:00",474,939,0,9672,7403,424,0,0,0,2,831,2572,0,5467,98,68,2630,229,0,924,2491,961,32532,32422,64.76,73.6
"2015-01-12 16:00:00+01:00",291.053,291.053,291.053,1035,61,2,50,0,0,0,36,802,clouds,"scattered clouds","03d","2015-01-12 16:00:00+01:00",482,942,0,10336,7443,423,0,0,0,2,839,2985,0,5468,91,69,1615,229,0,905,1548,885,32380,32502,65.23,74.74
"2015-01-12 17:00:00+01:00",284.875,284.875,284.875,1037,97,2,46,0,0,0,92,500,rain,"light rain","10d","2015-01-12 17:00:00+01:00",483,942,0,11171,7430,421,0,0,0,1,849,4305,0,5469,92,70,422,231,0,1091,817,994,33392,33509,66.5,76.34
"2015-01-12 18:00:00+01:00",286.535,286.535,286.535,1035,75,1,31,0,0,0,48,802,clouds,"scattered clouds","03d","2015-01-12 18:00:00+01:00",488,937,0,12227,7369,422,0,0,0,1,871,5946,0,5470,91,77,86,234,0,1110,333,1212,36018,35896,72.5,84.23
"2015-01-12 19:00:00+01:00",286.535,286.535,286.535,1035,75,1,31,0,0,0,48,802,clouds,"scattered clouds","03n","2015-01-12 19:00:00+01:00",488,940,0,12415,7374,420,0,0,0,2,872,5661,0,5471,89,76,63,235,0,1051,53,1088,36757,36615,72.58,87.72
"2015-01-12 20:00:00+01:00",282.507,282.507,282.507,1036,88,1,31,0,0,0,80,803,clouds,"broken clouds","04n","2015-01-12 20:00:00+01:00",488,941,0,12532,7372,419,0,0,0,2,883,5548,0,5471,88,76,56,234,0,1175,0,1135,36901,36704,72.07,86.54
"2015-01-12 21:00:00+01:00",282.507,282.507,282.507,1036,88,1,31,0,0,0,80,803,clouds,"broken clouds","04n","2015-01-12 21:00:00+01:00",491,939,0,12693,7372,432,0,0,0,2,873,4841,0,5471,90,76,44,235,0,1430,0,1385,35903,35823,68.8,81.3
"2015-01-12 22:00:00+01:00",282.507,282.507,282.507,1036,88,1,31,0,0,0,80,803,clouds,"broken clouds","04n","2015-01-12 22:00:00+01:00",489,942,0,10741,7369,435,0,0,0,2,837,4022,0,5472,89,74,42,234,0,1631,21,1642,32853,32932,65.23,69.06
"2015-01-12 23:00:00+01:00",281.857,281.857,281.857,1035,88,1,25,0,0,0,74,803,clouds,"broken clouds","4","2015-01-12 23:00:00+01:00",487,928,0,9445,7273,434,0,0,0,38,822,2357,0,5473,89,75,42,235,0,1729,8,1746,29696,29695,63.29,62.43
"2015-01-13 00:00:00+01:00",281.206,281.206,281.206,1035,89,1,19,0,0,0,68,803,clouds,"broken clouds","04n","2015-01-13 00:00:00+01:00",514,821,0,4338,6070,275,0,0,0,632,821,1152,0,7104,81,65,32,268,0,8027,4,8097,28161,28033,46.17,55.61
"2015-01-13 01:00:00+01:00",281.206,281.206,281.206,1035,89,1,19,0,0,0,68,803,clouds,"broken clouds","04n","2015-01-13 01:00:00+01:00",516,681,0,4087,5834,270,0,0,0,1460,779,748,0,7102,82,63,32,267,0,7668,0,7806,25814,25750,42,52.54
"2015-01-13 02:00:00+01:00",279.373,279.373,279.373,1034,87,1,34,0,0,0,44,802,clouds,"scattered clouds","03n","2015-01-13 02:00:00+01:00",519,533,0,4091,5456,270,0,0,0,2013,771,502,0,7103,80,65,32,269,0,7337,0,7376,24609,24517,40.8,50.97
"2015-01-13 03:00:00+01:00",279.373,279.373,279.373,1034,87,1,34,0,0,0,44,802,clouds,"scattered clouds","03n","2015-01-13 03:00:00+01:00",515,515,0,4062,5421,270,0,0,0,2479,756,493,0,7103,81,65,32,270,0,6970,1,7098,24062,23911,39.69,49.57
"2015-01-13 04:00:00+01:00",279.373,279.373,279.373,1034,87,1,34,0,0,0,44,802,clouds,"scattered clouds","03n","2015-01-13 04:00:00+01:00",515,520,0,3893,5325,274,0,0,0,2608,740,584,0,7102,83,63,32,271,0,6966,3,6814,23903,23876,39.2,48.74
"2015-01-13 05:00:00+01:00",277.594,277.594,277.594,1033,83,2,23,0,0,0,0,800,clear,"sky is clear","01n","2015-01-13 05:00:00+01:00",515,548,0,4020,5466,274,0,0,0,2466,745,586,0,7103,83,65,32,269,0,6890,1,6962,24462,24445,40,49.56
"2015-01-13 06:00:00+01:00",277.594,277.594,277.594,1033,83,2,23,0,0,0,0,800,clear,"sky is clear","01n","2015-01-13 06:00:00+01:00",520,648,0,4233,5735,277,0,0,0,1181,754,792,0,7104,83,65,32,269,0,6853,1,6887,27029,27027,44.93,53.96
"2015-01-13 07:00:00+01:00",277.594,277.594,277.594,1033,83,2,23,0,0,0,0,800,clear,"sky is clear","01n","2015-01-13 07:00:00+01:00",518,921,0,4919,6706,288,0,0,0,134,794,1918,0,7102,84,63,37,269,0,6849,9,6901,31669,31924,58.34,65.89
"2015-01-13 08:00:00+01:00",279.425,279.425,279.425,1034,85,1,33,0,0,0,0,800,clear,"sky is clear","01n","2015-01-13 08:00:00+01:00",520,962,0,5981,7228,334,0,0,0,0,956,3437,0,7102,85,64,56,267,0,6964,61,6887,35277,35351,62.2,73.97
"2015-01-13 09:00:00+01:00",279.425,279.425,279.425,1034,85,1,33,0,0,0,0,800,clear,"sky is clear","01d","2015-01-13 09:00:00+01:00",527,969,0,5959,7103,335,0,0,0,1,977,4103,0,7101,84,64,516,261,0,6922,650,7022,36330,36288,66.2,78.25
"2015-01-13 10:00:00+01:00",279.425,279.425,279.425,1034,85,1,33,0,0,0,0,800,clear,"sky is clear","01d","2015-01-13 10:00:00+01:00",526,971,0,5995,7075,338,0,0,0,0,930,4118,0,7101,84,63,1475,268,0,6320,1695,6650,36982,36612,68.52,83.44
"2015-01-13 11:00:00+01:00",288.331,288.331,288.331,1034,76,2,64,0,0,0,0,800,clear,"sky is clear","01d","2015-01-13 11:00:00+01:00",502,908,0,5992,6823,335,0,0,0,47,936,4358,0,7102,78,64,2284,267,0,5670,2715,5847,36787,36296,66.49,81.74
"2015-01-13 12:00:00+01:00",288.331,288.331,288.331,1034,76,2,64,0,0,0,0,800,clear,"sky is clear","01d","2015-01-13 12:00:00+01:00",505,945,0,5882,6933,349,0,0,0,1,935,3403,0,7101,77,69,2857,270,0,5901,3317,5519,36279,35645,63.31,78.22
"2015-01-13 13:00:00+01:00",288.331,288.331,288.331,1034,76,2,64,0,0,0,0,800,clear,"sky is clear","01d","2015-01-13 13:00:00+01:00",517,963,0,5626,7080,353,0,0,0,0,947,2513,0,7099,76,76,3217,271,0,6300,3422,6002,35781,35172,61.84,74.18
"2015-01-13 14:00:00+01:00",288.331,288.331,288.331,1034,76,2,64,0,0,0,0,800,clear,"sky is clear","01d","2015-01-13 14:00:00+01:00",517,925,0,5445,7024,350,0,0,0,2,926,1298,0,7099,77,75,3253,266,0,6635,3350,6334,34485,33895,57.46,69.45
"2015-01-13 15:00:00+01:00",289.447,289.447,289.447,1032,67,3,70,0,0,0,76,803,clouds,"broken clouds","04d","2015-01-13 15:00:00+01:00",519,954,0,5399,7030,349,0,0,0,0,938,1290,0,7098,81,76,3084,264,0,6481,3012,6593,33826,33283,57.59,69.58
"2015-01-13 16:00:00+01:00",289.447,289.447,289.447,1032,67,3,70,0,0,0,76,803,clouds,"broken clouds","04d","2015-01-13 16:00:00+01:00",533,922,0,5903,7022,358,0,0,0,81,959,1538,0,7098,83,76,2475,268,0,6184,2280,6291,33745,33030,60.69,72.97
"2015-01-13 17:00:00+01:00",286.239,286.239,286.239,1032,80,2,31,0,0,0,24,801,clouds,"few clouds","02d","2015-01-13 17:00:00+01:00",538,954,0,7059,7085,361,0,0,0,1,1013,2660,0,7097,83,77,1187,271,0,5758,1292,5959,34067,33542,62.56,75.59
"2015-01-13 18:00:00+01:00",285.326,285.326,285.326,1031,84,2,37,0,0,0,0,800,clear,"sky is clear","01n","2015-01-13 18:00:00+01:00",535,932,0,8464,7068,359,0,0,0,0,1072,4544,0,7098,84,76,303,263,0,5607,437,5636,36388,35944,67.11,86.26
"2015-01-13 19:00:00+01:00",285.326,285.326,285.326,1031,84,2,37,0,0,0,0,800,clear,"sky is clear","01n","2015-01-13 19:00:00+01:00",548,948,0,8877,7241,350,0,0,0,0,1077,5834,0,7098,83,81,98,266,0,5656,4,5604,37797,37553,70.2,88.57
"2015-01-13 20:00:00+01:00",279.883,279.883,279.883,1033,85,1,37,0,0,0,0,800,clear,"sky is clear","01n","2015-01-13 20:00:00+01:00",548,971,0,9161,7257,350,0,0,0,0,1130,5939,0,7098,83,79,80,275,0,5789,8,5820,37691,37604,69.1,87.32
"2015-01-13 21:00:00+01:00",279.883,279.883,279.883,1033,85,1,37,0,0,0,0,800,clear,"sky is clear","01n","2015-01-13 21:00:00+01:00",546,982,0,9945,7274,345,0,0,0,0,1154,5030,0,7097,84,78,44,275,0,5689,16,5901,36952,36831,63.89,80.78
"2015-01-13 22:00:00+01:00",279.883,279.883,279.883,1033,85,1,37,0,0,0,0,800,clear,"sky is clear","01n","2015-01-13 22:00:00+01:00",537,965,0,9364,7231,350,0,0,0,0,1084,2885,0,7099,80,75,44,271,0,5676,11,5718,34327,33972,61.84,77.41
